35590_s_at,725_i_at,41117_s_at,37905_r_at,37226_at,34457_at,33069_f_at,33021_at,39332_at,33870_at,38447_at,39586_at,36223_at,36783_f_at,36338_at,32545_r_at,37231_at,38414_at,33322_i_at,32815_at,32407_f_at,38687_at,37317_at,36605_at,36611_at,34757_at,731_f_at,36630_at,35152_at,31510_s_at,36683_at,32557_at,36514_at,36303_f_at,38229_at,40590_at,36567_at,886_at,1464_at,37250_at,37898_r_at,34089_at,38638_at,33233_at,40921_at,32362_r_at,1176_at,33275_at,34093_at,39684_at,37946_at,34600_s_at,35911_r_at,32007_at,1415_at,35001_at,34108_g_at,41506_at,38982_at,41387_r_at,36001_at,31715_at,38426_at,40672_at,33768_at,40453_s_at,37095_r_at,40008_at,39500_s_at,36696_at,34148_at,31812_at,41003_at,38991_at,40036_at,40089_at,32274_r_at,2041_i_at,39335_at,33080_s_at,31317_r_at,37969_at,34467_g_at,35019_at,715_s_at,33778_at,41619_at,36765_at,40770_f_at,40322_at,36737_at,38630_at,1408_at,826_at,34573_at,35896_at,34736_at,31810_g_at,33986_r_at,34966_at,class
0.7308,-0.59832,-0.57776,0.0468,0.73991,0.32904,0.4709,-0.38675,0.05579,0.04452,0.81734,0.24774,0.59177,0.41008,0.9162,-0.31984,0.34079,0.44203,0.70292,0.21486,-0.28916,0.13687,0.61946,-0.80853,0.83062,1.1347,-0.35915,0.95511,1.1573,0.93952,0.21927,0.10747,-0.23704,0.11539,0.4545,-0.40919,-0.07514,0.09626,1.79242,-0.09949,0.78203,0.69551,0.05504,1.26948,-0.63719,0.76334,0.13047,0.53839,0.82499,0.14727,0.11684,0.42279,0.7254,-0.02136,0.62772,1.92986,0.35766,-0.43731,0.73374,0.09416,0.554,0.53279,0.66379,0.45487,1.172,0.11399,0.92955,0.26625,0.92869,0.92871,0.51265,0.45298,-0.30901,0.81812,1.02585,0.92893,0.79334,0.8192,0.25246,0.60188,1.17271,-0.46321,0.883,0.67878,1.26412,0.91798,0.32272,0.39518,0.35574,0.69421,0.69734,-0.51205,-0.05713,1.05198,0.90523,0.59098,-0.06908,0.15517,0.34088,0.16674,after Th
-0.93843,-0.65138,-0.76043,-0.90902,-0.75298,-0.87326,-0.76291,-0.54245,-0.78618,-0.81887,-0.93976,-0.64133,-0.86041,-0.97438,-0.97063,-0.7897,-0.63697,-0.57405,-1.03458,-0.66728,-0.74364,-0.85601,-0.83174,-0.97488,-0.84911,-0.7534,-0.73675,-0.90983,-1.01494,-0.95182,-0.75695,-1.02441,-0.87802,-0.76115,-1.05701,-0.49271,-0.81716,-0.78553,-0.96281,-0.95241,-0.967,-0.99444,-0.73308,-0.54739,-0.65139,-0.90639,-0.7278,-0.91732,-0.94572,-0.98786,-0.78003,-0.85636,-0.92563,-0.79537,-0.99455,-1.03699,-0.84379,-0.71759,-0.97875,-0.95179,-0.75045,-0.65492,-0.92413,-0.87243,-0.94544,-0.96909,-0.89607,-0.50129,-0.88648,-0.89929,-0.77722,-0.92227,-1.01383,-0.99166,-0.85641,-0.79571,-0.92856,-0.64705,-0.91315,-0.92325,-0.69903,-0.76514,-0.91682,-0.72263,-0.96801,-0.98925,-0.83156,-0.83449,-0.92366,-0.77558,-0.79383,-0.91959,-0.51026,-0.81218,-1.01241,-0.66717,-0.61858,-0.79354,-0.70833,-0.73226,after Th
-0.8873,-0.44849,-0.67827,-0.72507,-0.5479,-0.84861,-0.78698,-0.64104,-0.72599,-0.74938,-0.86839,-0.46475,-0.96921,-1.01793,-0.82075,-0.52857,-0.95513,-0.74398,-1.02708,-0.70925,-0.54658,-0.89201,-0.67598,-0.98591,-1.02822,-0.68919,-0.69488,-1.07379,-0.93982,-1.07864,-0.55802,-0.94677,-0.56141,-0.59412,-0.95193,-0.47156,-0.80482,-0.98754,-0.78307,-0.83667,-0.96912,-0.89827,-0.83786,-0.69742,-0.03335,-0.90826,-0.49232,-0.56582,-0.71852,-0.80222,-0.66659,-0.80993,-0.79719,-0.87217,-0.84582,-0.56362,-0.68695,-0.76102,-0.74508,-0.67072,-0.48772,-0.72232,-1.06456,-0.85563,-1.09164,-0.71541,-0.67717,-0.7133,-0.59371,-1.00053,-0.52101,-0.98214,-1.10277,-0.72841,-0.67301,-0.64451,-0.90423,-0.62638,-0.66749,-0.65293,-0.9181,-0.78246,-0.85706,-0.95823,-0.87686,-1.08393,-0.68058,-0.60057,-0.73244,-0.5346,-0.81659,-0.67164,-0.55297,-0.7139,-0.96695,-0.55441,-0.77215,-0.63107,-0.6123,-0.36693,after Th
0.61998,0.15673,-0.21188,0.81812,-0.70417,-0.76785,-0.5436,0.51584,-0.47379,-0.15169,0.10533,-0.51465,1.44152,-0.49832,-0.18308,-0.77334,-0.28726,-0.8015,-0.23382,-0.66244,0.09125,-0.44107,0.71224,0.58951,-0.06315,-0.6047,-0.21353,-0.54661,0.09393,0.6361,0.59261,-0.96955,-0.52082,1.23723,-0.50172,-0.30801,-0.02389,-0.9487,-0.35011,0.19767,0.89357,0.20712,-0.01215,-0.57762,0.01868,-0.03609,-0.63236,-0.09691,1.20392,0.50767,-0.39246,-0.38094,-0.07751,0.38177,-0.16588,-0.59763,0.65424,2.38717,-1.01574,-0.76952,0.57963,-0.29386,-0.34492,0.4556,1.1657,-0.61104,1.45386,0.19348,-0.56834,0.03622,0.19911,1.15932,-0.13356,1.28057,-0.82556,1.22339,0.13988,0.25112,0.97803,0.24925,-0.31975,-0.17815,-0.8207,-0.62706,1.63485,-0.1137,-0.50633,-0.73455,1.53346,-0.50397,0.18402,0.7785,-0.26801,-0.14597,1.1241,-0.16202,0.591,0.83188,-0.59555,-0.2989,after Th
-0.95491,-0.65228,-0.7787,-0.91962,-0.81969,-0.83893,-0.74045,-0.68121,-0.79435,-0.86359,-0.951,-0.57856,-0.98671,-0.90926,-0.94695,-0.91262,-0.82621,-0.71716,-0.9856,-0.68875,-0.69598,-0.81315,-0.90814,-0.76725,-0.89083,-0.80944,-0.75075,-0.88397,-0.98977,-0.92383,-0.7799,-0.98488,-0.77108,-0.94277,-0.98128,-0.48256,-0.80196,-0.82989,-0.88969,-0.87896,-0.94828,-0.91787,-0.71166,-0.71434,-0.6056,-0.95838,-0.73302,-0.86085,-0.91861,-0.78727,-0.72122,-0.80525,-0.97668,-0.75819,-0.93052,-0.90804,-0.84012,-0.83267,-0.7961,-0.86079,-0.82804,-0.58199,-0.8819,-0.88269,-0.90086,-0.77187,-0.89469,-0.61857,-0.9188,-0.9212,-0.78345,-0.71469,-0.9201,-0.94834,-0.86332,-0.89816,-0.85694,-0.63553,-0.84686,-0.91097,-0.92383,-0.72856,-0.85249,-0.79602,-0.96827,-0.91823,-0.79758,-0.7493,-0.90784,-0.76479,-0.8935,-0.6938,-0.55323,-0.9911,-1.01966,-0.60453,-0.84734,-0.76581,-0.77186,-0.73533,after Th
-0.8534,-0.62667,-0.61866,-0.89545,-0.93135,-0.78281,-0.70777,-0.56904,-0.68251,-0.8494,-0.91222,-0.5573,-0.85504,-0.88557,-0.91608,-0.96339,-0.66602,-0.88371,-0.88907,-0.60736,-0.66862,-0.82061,-0.79687,-0.65946,-1.0185,-0.76019,-0.62961,-0.26468,-0.87075,-0.69489,-0.69143,-0.9779,-0.65444,-0.62599,-0.82108,-0.49007,-0.70632,-0.7739,-0.68711,-0.85093,-0.96861,-1.05516,-0.45911,-0.6249,-0.46556,-0.96289,-0.64348,-0.793,-0.87192,-0.93255,-0.78528,-0.8034,-0.81477,-0.77613,-0.89141,-0.83655,-0.89247,-0.75671,-0.94983,-0.83564,-0.69971,-0.57768,-0.73557,-0.86525,-0.90525,-0.68837,-0.84684,-0.67347,-0.707,-0.90735,-0.5612,-0.99876,-0.91174,-0.70889,-0.95935,-0.69704,-0.79864,-0.6388,-0.73962,-0.93531,-0.71609,-0.53875,-0.86079,-0.97943,-1.02484,-0.89755,-0.81817,-0.72627,-0.95772,-0.69458,-0.81176,-0.73099,-0.44511,-0.78293,-0.99001,-0.72083,-0.87135,-0.66893,-0.71245,-0.73469,after Th
-0.85216,-0.6227,-0.74644,-0.93741,-0.77542,-0.84155,-0.69813,-0.56379,-0.7122,-0.83851,-0.85789,-0.64763,-1.01297,-0.92314,-0.87897,-0.84456,-0.75011,-0.81695,-0.91047,-0.66459,-0.64768,-0.73249,-0.74784,-0.74121,-0.99074,-0.6168,-0.66503,-0.67676,-0.85226,-0.90327,-0.75818,-0.8676,-0.70233,-1.01002,-0.88433,-0.48783,-0.51726,-0.90875,-0.89044,-0.98182,-0.8861,-0.91849,-0.69811,-0.60119,-0.55091,-0.80258,-0.69398,-0.85084,-0.80326,-0.8103,-0.77282,-0.66312,-0.83216,-0.72281,-0.90808,-0.86292,-0.73661,-0.82951,-0.89683,-0.70116,-0.7659,-0.63806,-0.88654,-0.81695,-0.81592,-0.9348,-0.83165,-0.53921,-0.80551,-1.02388,-0.86311,-0.75318,-0.9388,-0.9009,-0.77405,-0.87283,-0.84408,-0.63448,-0.79973,-0.75596,-0.80579,-0.77086,-0.72333,-0.78873,-0.89983,-0.88837,-0.80444,-0.79732,-0.75971,-0.59383,-0.77689,-0.52622,-0.60295,-0.93644,-0.93921,-0.74626,-0.94153,-0.72906,-0.70156,-0.60974,after Th
-0.97689,-0.57153,-0.58051,-0.9263,-0.561,-0.71444,-0.57743,-0.49316,-0.68137,-0.94271,-0.89309,-0.54922,-0.97149,-0.93588,-0.82355,-0.80598,-0.4972,-0.87654,-0.94244,-0.67062,-0.60318,-0.70466,-0.91396,-0.27774,-0.97626,-0.85922,-0.70638,-0.89746,-0.8934,-1.04245,-0.80408,-0.84728,-0.7143,-0.96807,-0.78992,-0.47884,-0.78234,-0.88602,-0.97161,-0.78566,-0.75081,-0.9624,-0.83058,-0.82097,-0.69945,-0.98462,-0.81223,-0.5916,-0.86075,-0.85506,-0.51898,-0.66312,-1.01829,-0.72191,-0.73454,-0.30281,-0.78971,-0.53842,-0.87769,-0.99211,-0.90146,-0.53274,-0.80605,-1.0384,-0.86809,-0.96759,-0.55956,-0.2922,-0.8248,-0.75752,-0.46078,-0.86326,-0.80782,-0.7397,-0.4865,-1.05248,-0.79651,-0.58383,-0.72373,-0.9905,-0.80721,-0.74425,-0.54338,-0.8731,-0.74217,-1.05003,-0.66781,-0.87927,-1.01051,-0.70722,-1.01652,-0.59461,-0.30155,-0.72844,-0.96987,-0.60247,-0.72597,-0.53723,-0.80153,-0.44511,after Th
0.37176,-0.36093,-0.021,1.03777,-0.19741,-0.02209,-0.02697,-0.10157,0.1233,0.56388,0.51811,-0.33069,0.00787,1.60149,0.06307,-0.19823,0.05177,0.56348,0.12547,-0.10033,-0.16079,0.28936,-0.09288,-0.0045,0.41405,0.47356,0.18638,0.13994,0.75507,0.6097,0.02751,0.26886,0.06099,1.27077,0.31568,-0.34094,-0.19243,0.39201,-0.77811,0.28868,0.4551,0.54349,-0.09361,-0.04281,-0.39972,-0.0003,-0.4913,0.64599,0.34107,0.01996,0.62987,0.42778,0.15075,0.39983,-0.09063,0.11881,0.41999,0.525,0.37502,0.00884,0.07986,0.43812,0.36,0.76411,0.01867,0.64072,0.28445,-0.5499,-0.03658,0.55343,0.072,0.02744,0.99828,0.38364,0.18922,0.11635,0.79289,0.35509,0.41607,0.88642,0.4846,0.04832,-0.72873,1.31849,0.22459,0.00339,0.73275,0.2228,0.22598,0.64162,0.22187,0.67884,-0.02768,0.25198,0.38067,0.16801,0.44688,-0.33719,-0.61743,0.09162,after Th
-0.75816,-0.59654,-0.82566,-0.9268,-0.80479,-0.78655,-0.75149,-0.64801,-0.70188,-0.80185,-0.90175,-0.58581,-0.65218,-0.75844,-0.86423,-0.79471,-0.74927,-0.58731,-1.02073,-0.60263,-0.63554,-0.97789,-0.50691,-0.59203,-0.94026,-0.70638,-0.71732,-0.76728,-0.92056,-0.91658,-0.76685,-0.89054,-0.8648,-0.93096,-0.94101,-0.49805,-0.7503,-0.92273,-0.77436,-0.85502,-0.81481,-0.91794,-0.65759,-0.68314,-0.57639,-0.83986,-0.79918,-0.91706,-0.81261,-0.8189,-0.65253,-0.60854,-0.82446,-0.68531,-0.82985,-0.70875,-0.71493,-0.82272,-0.91764,-0.81736,-0.8039,-0.66225,-0.90583,-0.82077,-0.85076,-0.93175,-0.77594,-0.60393,-0.89187,-0.90001,-0.72934,-0.81852,-0.96646,-0.92992,-0.93209,-0.88726,-0.87535,-0.33632,-0.72869,-0.77647,-0.68905,-0.57198,-0.80186,-0.6948,-0.83244,-0.86226,-0.80348,-0.62997,-0.83163,-0.71682,-0.87505,-0.79507,-0.49789,-0.66643,-0.8715,-0.56591,-0.73734,-0.78297,-0.81654,-0.69364,after Th
-0.81937,-0.51101,-0.8194,-0.77847,-0.75572,-0.72346,-0.57009,-0.65239,-0.60323,-0.7764,-0.87866,-0.45226,-0.80026,-0.52586,-0.72348,-0.82488,-0.72022,-0.6679,-0.90332,-0.61416,-0.59147,-0.91118,-0.81959,-0.67822,-0.91806,-0.75797,-0.71438,-0.89996,-0.96465,-1.10852,-0.63849,-0.73462,-0.81292,-0.74154,-0.80907,-0.50464,-0.6572,-0.92067,-0.74684,-0.7773,-0.75574,-0.78321,-0.67945,-0.7931,-0.58635,-0.72873,-0.6521,-0.88783,-0.75162,-0.77328,-0.54015,-0.65935,-0.83753,-0.73891,-0.79519,-0.61421,-0.67023,-0.70735,-0.95555,-0.95359,-0.75888,-0.55115,-0.80041,-0.86525,-0.8871,-0.9387,-0.79563,-0.74859,-0.71464,-0.8656,-0.55487,-0.75276,-0.9832,-0.91133,-0.8801,-0.67795,-0.95612,-0.43364,-0.77609,-0.663,-0.8499,-0.75064,-0.6903,-0.88886,-0.90106,-0.83961,-0.72967,-0.77012,-0.8451,-0.67318,-0.67122,-0.65195,-0.29645,-0.73128,-0.74075,-0.48747,-0.73397,-0.67004,-0.50629,-0.45442,after Th
-0.90017,-0.64585,-0.65406,-0.90025,-0.72001,-0.75737,-0.71338,-0.52852,-0.69715,-0.87432,-0.7245,-0.58171,-0.93455,-1.01428,-0.8396,-0.79294,-0.69489,-0.91273,-0.89537,-0.62188,-0.61468,-0.94963,-0.57602,-0.70357,-1.10894,-0.85137,-0.68113,-0.44497,-0.80052,-0.85292,-0.75442,-0.69393,-0.6834,-1.04551,-0.86456,-0.42693,-0.65785,-0.94973,-0.82388,-0.84515,-1.02169,-0.80525,-0.69592,-0.64168,-0.60082,-0.78243,-0.53737,-0.85352,-0.8568,-0.55234,-0.73145,-0.62891,-0.65759,-0.70573,-0.64855,-0.6721,-0.79406,-0.91464,-0.99877,-0.75299,-0.73152,-0.52,-0.81805,-0.851,-0.84875,-0.90837,-0.70269,-0.38796,-0.67555,-0.91458,-0.82458,-0.73315,-0.92786,-0.80376,-0.99091,-0.8548,-1.01521,-0.63156,-0.79946,-0.88915,-0.78345,-0.75644,-0.62829,-1.02205,-0.69238,-0.86663,-0.83197,-0.569,-0.92555,-0.5978,-0.85496,-0.85972,-0.3593,-0.83566,-0.76178,-0.65632,-0.84609,-0.60364,-0.54849,-0.53028,after Th
-0.88023,-0.55187,0.14896,0.251,-0.69535,0.28419,-0.36705,-0.27207,0.15788,0.38945,0.21205,-0.64114,0.75825,0.92177,0.51823,-0.26436,0.09577,-0.84095,0.20545,0.22452,0.17401,0.86082,-0.23427,-0.39008,0.35799,0.63691,-0.47357,0.24264,0.22191,0.41751,0.41847,1.04096,0.00136,0.12291,-0.00192,-0.42771,-0.16415,-0.20971,-0.04156,-0.15543,0.81521,-0.5029,-0.82839,0.49825,0.27567,0.52399,1.38433,1.23017,-0.25112,0.25435,0.03729,0.67284,0.76869,0.31349,0.12599,1.3476,-0.08353,0.69479,0.5169,0.30038,0.21715,0.06752,0.36749,0.06864,0.82205,0.28303,0.79243,0.33975,0.18947,0.37047,-0.11099,-0.4836,0.02394,0.50684,0.52478,0.23576,-0.46708,-0.26593,0.17082,0.89019,-0.08426,-0.11919,0.17346,0.95982,0.10028,0.37677,0.17078,0.63543,0.19372,0.30543,0.53683,-0.41234,-0.45467,0.30187,0.10059,0.29638,-0.62561,0.12995,0.228,0.06686,after Th
-0.90222,-0.54496,-0.76389,-0.84948,-0.65425,-0.85268,-0.776,-0.58091,-0.73873,-0.87972,-0.92367,-0.52626,-0.99057,-0.82291,-0.85854,-0.87697,-0.72969,-0.74302,-0.95144,-0.6013,-0.79631,-0.95823,-0.86704,-0.76475,-1.03602,-0.74544,-0.72454,-0.46761,-0.951,-0.90435,-0.69676,-0.84571,-0.61648,-0.89152,-0.75674,-0.4879,-0.76975,-0.90169,-0.87144,-0.95475,-0.94344,-0.91768,-0.57671,-0.69909,-0.60998,-0.74823,-0.69091,-0.75696,-0.82033,-0.65296,-0.55573,-0.5409,-0.83013,-0.78826,-0.75751,-0.6585,-0.6376,-0.9157,-0.98945,-0.81534,-0.70943,-0.60581,-0.90079,-0.86625,-0.84239,-0.92653,-0.89451,-0.54682,-0.72298,-0.83441,-0.59454,-0.67797,-1.0197,-0.92749,-0.97955,-0.79071,-0.89293,-0.59854,-0.76754,-0.82709,-0.72858,-0.65912,-0.63684,-1.16686,-0.96836,-0.87461,-0.75631,-0.85583,-0.71068,-0.73794,-0.71925,-0.75978,-0.32437,-0.77382,-0.82969,-0.55264,-0.79933,-0.67411,-0.80281,-0.63535,after Th
-0.44039,-0.14107,0.5484,-0.27634,-0.60887,0.52117,0.65077,0.29157,0.07832,-0.46205,0.30329,-0.39106,-0.43547,0.17449,1.21452,-0.52217,-0.90566,0.55832,0.33511,-0.0886,-0.56552,-0.6612,-0.77827,0.6483,0.48557,1.39559,0.6318,-0.53162,-0.00511,0.0172,0.34633,0.46405,-0.71305,0.34337,1.17739,-0.38432,0.30503,0.86667,0.4736,0.34758,0.38581,0.70825,-0.71734,-0.38849,-0.37755,-0.46643,-0.2413,0.95179,0.54248,-0.3567,0.7289,-0.18162,1.42957,0.65944,0.68497,-0.36625,-0.33232,0.43518,-0.32128,-0.02723,-0.3029,-0.60784,1.52644,0.90538,0.759,-0.72943,0.28559,0.08483,1.50155,1.24616,0.4143,-0.18398,0.4826,0.36928,-0.28895,0.65364,0.6486,-0.33493,0.1279,0.42824,0.07692,-0.20566,-0.34474,-0.60151,1.16629,0.62086,0.70344,-0.59779,0.15529,-0.57317,0.27543,0.96054,-0.51638,0.8571,1.41537,0.59743,0.40803,-0.82645,0.14415,0.0073,after Th
-0.82574,-0.58914,-0.71008,-0.85679,-0.78903,-0.82659,-0.69628,-0.67381,-0.63834,-1.06383,-0.70395,-0.39769,-0.78014,-0.74427,-0.48433,-0.8762,-0.86417,-0.85492,-0.86537,-0.51791,-0.60185,-0.93487,-0.69617,-0.56212,-1.06216,-0.53741,-0.5414,-0.38543,-0.82506,-1.09834,-0.79732,-0.52562,-0.90789,-0.76165,-0.66073,-0.50518,-0.41427,-0.85623,-0.87799,-1.03975,-0.77406,-0.99954,-0.64185,-0.35202,-0.4633,-0.72297,-0.58231,-0.65704,-0.57751,-0.51876,-0.54532,-0.89526,-0.84853,-0.69548,-0.53871,-0.38582,-0.68718,-0.96199,-1.03156,-1.01737,-0.65386,-0.70663,-0.66529,-0.73388,-0.88592,-0.97401,-0.77936,-0.71769,-0.68771,-0.6982,-0.8037,-0.89564,-1.01188,-1.07374,-0.86237,-0.79588,-0.94819,-0.57108,-0.42326,-0.62796,-0.63328,-0.49183,-0.94488,-1.08336,-0.8334,-0.75983,-0.81735,-0.71316,-0.74195,-0.46845,-0.6424,-0.7725,-0.29479,-0.65883,-0.73155,-0.45316,-0.78265,-0.39665,-0.78944,-0.75924,after Th
-0.03094,-0.4188,-0.24071,-0.40635,0.86981,-0.11969,0.13414,-0.64242,0.57215,0.09799,0.14308,0.27872,1.23025,-0.16036,0.66675,0.13002,-0.80663,0.45511,0.32744,-0.2235,-0.24803,0.75838,-0.36457,0.87742,0.282,-0.29552,-0.51858,0.50537,0.46324,1.74804,-0.67825,0.42163,0.59616,0.67369,0.45745,-0.43499,-0.01784,0.71107,-0.39354,0.41098,-0.1601,-0.05501,1.74727,-0.00384,-0.53339,0.68914,0.19152,0.10871,-0.4023,0.28319,-0.74515,-0.02789,-0.34981,0.25549,0.59114,-0.11737,-0.43096,0.05408,-0.06031,0.09793,-0.01686,-0.59805,0.33739,0.71663,0.20053,0.85437,-0.09691,-0.52105,0.03631,0.87895,0.58888,-0.3993,0.40075,0.30962,0.58894,0.27018,-0.08946,-0.00195,0.15207,-0.44409,0.27358,0.61999,0.8136,1.32077,0.70529,-0.00344,0.03388,-0.10753,0.20762,-0.61302,-0.24884,0.30844,0.23356,0.74721,0.15471,-0.36154,0.1353,0.23474,-0.47169,-0.63746,after Th
-0.91163,-0.64649,-0.80512,-0.88209,-0.75735,-0.8625,-0.73247,-0.56602,-0.74043,-0.79127,-0.8782,-0.6477,-0.93752,-0.76025,-0.94898,-0.85706,-0.69544,-0.66296,-1.03426,-0.57852,-0.66191,-0.90116,-0.63001,-0.65116,-0.89748,-0.6825,-0.72793,-0.82339,-0.93658,-0.92484,-0.75469,-0.87374,-0.88509,-0.9757,-1.01819,-0.45234,-0.70755,-0.84159,-0.7987,-0.89237,-0.98623,-0.95322,-0.70292,-0.53658,-0.67091,-0.83361,-0.60864,-0.9299,-0.87901,-0.89832,-0.61925,-0.86159,-0.95564,-0.7413,-0.89531,-0.73886,-0.81664,-0.69444,-0.9937,-0.79489,-0.79784,-0.77175,-0.78357,-0.83838,-0.96116,-0.88553,-0.75582,-0.70539,-0.83939,-0.75268,-0.68136,-0.89522,-0.92942,-0.84808,-0.84917,-0.85284,-0.92408,-0.5501,-0.82364,-0.74657,-0.83619,-0.62648,-0.76135,-0.72937,-0.86921,-1.01796,-0.92247,-0.76683,-0.86856,-0.66985,-0.82928,-0.77331,-0.60486,-0.80031,-1.00115,-0.74608,-0.76925,-0.78149,-0.69689,-0.63291,after Th
-0.4991,-0.31462,-0.2457,1.04499,-0.65023,-0.30821,0.65358,-0.58512,-0.02656,-0.18777,-0.2689,0.06145,-0.26252,0.09029,-0.15967,1.42661,0.26598,-0.82297,0.47468,-0.07579,-0.00587,0.82668,-0.77003,0.3555,0.81006,-0.45727,-0.54472,-0.34302,1.01233,0.67594,0.50796,0.09377,-0.84416,0.13701,0.7323,-0.34102,-0.07661,0.64582,1.38923,0.05517,0.78027,0.36291,-0.61242,-0.73458,-0.58954,2.24437,-0.40131,-1.01379,0.76428,1.11452,-0.0717,-0.57633,0.32192,-0.41706,-0.21777,-0.7265,1.66802,-1.00944,0.26257,-0.40164,1.11199,-0.66385,1.37024,0.68685,0.32077,0.23244,-0.44813,-0.36731,0.47842,-0.26044,0.24917,1.21677,0.34629,1.01007,1.22666,0.76412,0.32669,-0.5501,0.76605,0.37117,0.25368,0.37077,2.12136,-0.03639,-0.88223,0.53396,0.73481,1.36465,1.13703,-0.15717,0.78264,0.43843,0.07304,0.4284,0.71779,-0.57573,-0.811,0.63244,-0.25692,-0.09999,after Th
-1.06323,-0.63827,-0.81274,-0.79554,-0.84923,-0.76691,-0.66162,-0.6536,-0.76041,-0.93386,-0.77478,-0.55717,-0.70289,-0.93134,-0.76927,-0.62657,-0.87754,-0.8781,-0.95626,-0.60759,-0.66785,-0.8938,-0.70589,-0.99683,-1.05274,-0.84489,-0.69622,-0.75326,-0.81818,-1.05205,-0.76125,-0.82749,-0.80072,-0.89904,-0.86808,-0.4838,-0.64968,-0.99247,-0.85852,-0.8339,-0.88516,-0.77035,-0.63326,-0.66622,-0.51361,-0.75168,-0.78749,-0.96663,-0.78223,-0.80093,-0.51106,-0.90264,-0.71953,-0.63521,-0.76932,-0.57159,-0.67473,-0.94344,-0.8151,-0.62822,-0.79578,-0.62643,-0.80625,-0.83538,-0.82251,-0.86844,-0.74916,-0.47493,-0.69683,-0.86771,-0.82956,-0.79714,-0.85276,-0.8497,-0.98543,-0.68909,-1.05724,-0.49559,-0.69194,-0.99947,-0.78113,-0.73525,-0.63427,-0.89756,-0.74182,-0.67664,-0.76112,-0.61681,-0.7704,-0.57704,-0.66318,-0.76433,-0.60104,-0.88313,-0.85092,-0.73963,-0.84493,-0.6449,-0.61669,-0.6491,after Th
0.01092,-0.52789,-0.32216,0.25033,0.09785,-0.04412,0.03533,-0.38468,-0.48197,0.3617,0.1232,-0.34501,-0.28905,-0.20559,0.09308,0.33119,0.35016,0.52574,0.98287,-0.43281,-0.47387,0.03514,-0.0355,0.4683,1.35517,0.12341,0.15128,-0.26096,0.3192,0.5152,-0.36065,0.63404,0.37281,0.36114,0.37976,-0.21249,-0.70371,0.30461,-0.38793,0.93708,-0.21889,0.48138,0.12703,0.22287,-0.08486,-0.2964,0.36958,0.00189,-0.15267,0.36723,-0.4655,-0.06063,-0.07284,-0.13133,0.50452,-0.06712,-0.10918,0.51678,1.09195,0.11528,0.68286,-0.47451,0.62487,0.13356,0.19441,0.30371,0.42578,0.44063,-0.42118,0.26962,-0.46254,-0.70397,0.32672,0.34999,0.54537,-0.16516,0.54214,-0.45705,-0.28104,-0.32721,0.19283,0.19694,-0.24713,0.26542,0.34978,0.47328,-0.48614,-0.04578,0.27907,-0.17433,-0.23888,0.13901,-0.51064,0.24221,-0.06172,0.11135,0.84117,-0.03067,0.40011,-0.02286,after Th
